Client_ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
28252,120000,Female,Graduate school,Married,37,0,0,0,0,-1,-1,21128,16121,12027,5870,2994,-175,5020,5000,1000,2994,0,0,Non-Defaulter
2620,150000,Female,University,Married,42,1,-2,-2,-1,-1,-1,0,0,0,11068,0,189,0,0,11068,0,189,3307,Defaulter
27212,60000,Male,High School,Single,31,2,2,2,2,0,0,31649,30841,34336,33489,35615,38027,0,4000,0,3000,3000,2000,Defaulter
20156,200000,Female,University,Single,38,0,0,0,2,-1,0,18703,9733,7078,1195,43115,43869,1533,2395,0,45000,1600,2000,Non-Defaulter
173,50000,Female,University,Single,22,-1,0,0,0,0,0,8567,15273,11650,7457,3115,7725,15000,1000,149,0,5000,10000,Non-Defaulter
7217,80000,Female,High School,Married,46,2,0,0,0,0,2,77490,80204,79650,81338,81438,80959,5000,4000,4003,13000,3515,0,Defaulter
19597,100000,Female,University,Married,32,0,0,0,2,0,0,18641,23380,33045,32346,36597,46121,5000,10000,0,5000,10000,0,Non-Defaulter
27413,170000,Male,High School,Married,45,-1,0,0,0,0,0,34778,40441,40937,34090,34894,36829,10000,5000,2000,2000,3000,2000,Non-Defaulter
16785,30000,Male,University,Single,39,0,0,0,0,0,0,24065,25660,26257,27641,29335,10493,2005,2000,2000,2000,1000,1000,Defaulter
17952,170000,Male,University,Married,36,1,2,0,0,0,0,158954,139482,139869,139956,141431,149946,7,6513,6548,5300,11001,0,Non-Defaulter
18784,420000,Female,Graduate school,Single,27,0,0,0,0,0,0,41354,45723,33124,31987,23703,22776,7004,9000,7000,5000,5000,10433,Non-Defaulter
11520,10000,Male,Graduate school,Other,46,0,0,0,0,0,0,6772,7790,8799,8974,9162,9375,1128,1137,312,323,356,268,Defaulter
16179,280000,Female,University,Single,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,150,Non-Defaulter
27821,50000,Female,Graduate school,Single,26,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,Non-Defaulter
24959,80000,Male,University,Single,48,0,0,0,0,0,0,74349,75524,77448,48108,39104,39526,3400,4000,2000,2000,1423,2200,Non-Defaulter
20201,300000,Female,Graduate school,Single,29,0,0,-2,-1,-1,-2,11500,0,0,1780,0,0,0,0,1780,0,0,0,Non-Defaulter
7552,200000,Male,High School,Married,44,0,0,0,0,0,0,69106,70393,73220,74419,76078,77822,3000,4000,3000,3000,3000,3000,Non-Defaulter
24975,240000,Male,Graduate school,Married,35,0,0,0,0,0,0,188964,183744,168683,155064,148969,148619,8000,6017,6900,5250,5400,6200,Non-Defaulter
20726,450000,Male,University,Married,41,-2,-2,-2,-2,-2,-2,1068,1281,907,882,968,1243,1287,911,886,972,1249,1416,Non-Defaulter
19733,120000,Female,University,Married,32,0,0,0,0,0,0,37981,36149,37179,38500,38955,39926,1586,1616,1937,1392,1596,1684,Non-Defaulter
15568,500000,Male,Graduate school,Single,39,0,0,0,0,0,0,297309,290425,286959,278420,291642,286666,10322,13500,10000,30000,12000,10000,Non-Defaulter
3565,80000,Female,University,Married,46,-1,-1,-1,0,-1,-1,2350,2350,4700,2350,2350,2350,2350,4700,0,2350,2350,350,Non-Defaulter
17951,200000,Male,University,Married,43,2,3,2,2,2,2,94529,92126,94772,92368,101837,103764,0,5000,0,12000,3700,0,Defaulter
812,700000,Female,Graduate school,Married,39,0,0,0,0,-2,-1,99259,102345,109636,326,2016,61707,5000,10000,326,2016,61707,17785,Non-Defaulter
18302,110000,Female,Graduate school,Single,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
24083,30000,Male,University,Single,28,1,2,2,0,0,0,26026,27300,26577,28120,29659,30394,2000,0,2000,2000,1200,1000,Non-Defaulter
29821,400000,Male,University,Single,37,1,-1,0,0,0,0,396343,394858,395716,385947,305542,271385,423903,15100,14600,13000,9500,9500,Non-Defaulter
3713,60000,Female,University,Married,36,1,-2,-2,-2,-1,2,0,0,0,0,982,832,0,0,0,982,0,1500,Non-Defaulter
22314,240000,Female,High School,Married,30,-1,-1,-1,-1,-1,-1,7075,15732,9285,1617,188,98,17003,9343,1617,188,98,0,Non-Defaulter
9858,70000,Male,High School,Married,50,2,3,2,2,2,0,56781,55327,52927,30432,16546,16722,2,3,2214,0,600,800,Defaulter
1423,130000,Female,University,Single,24,0,0,0,0,0,0,122750,118319,61466,48288,48898,49699,4966,2034,1710,1765,2000,2672,Non-Defaulter
25914,400000,Female,Graduate school,Single,37,1,-1,-1,-1,-1,-1,6914,72574,42176,75513,57104,53542,73036,42386,75865,57379,53787,13833,Non-Defaulter
26613,20000,Male,University,Single,23,0,0,0,0,0,0,19178,18852,16648,19395,20271,20445,2000,1500,4000,2000,2000,2900,Non-Defaulter
26795,220000,Male,Graduate school,Single,27,0,0,-1,-1,-1,-1,34686,8,1744,55164,49967,7839,8,2178,55200,50148,10107,0,Non-Defaulter
392,280000,Female,University,Married,39,1,-1,0,0,0,0,-1312,35918,37297,37154,32581,33316,38621,2000,1130,922,1011,5000,Defaulter
20252,90000,Female,High School,Married,54,-2,-2,-2,-2,-2,-2,0,0,0,0,1805,0,0,0,0,1805,0,0,Defaulter
21753,50000,Female,Graduate school,Single,24,0,0,0,0,0,0,40246,41679,41688,32806,18609,19793,2128,3000,6000,1000,1500,705,Non-Defaulter
15823,20000,Female,High School,Married,26,0,0,0,2,0,0,15271,16707,20601,19952,19586,18528,2000,4500,0,671,700,2000,Defaulter
27809,40000,Female,Graduate school,Single,25,-1,-1,-1,-1,-1,-1,20216,8851,17940,31308,12009,32846,8851,18220,31319,12009,33482,13785,Non-Defaulter
19272,100000,Female,University,Married,40,0,0,0,0,0,0,89236,90828,83479,73749,68512,72518,3162,3523,3025,2344,5000,3000,Non-Defaulter
17265,240000,Female,University,Married,46,0,0,0,0,-2,-2,177221,169897,166064,0,0,0,7053,6520,0,0,0,0,Defaulter
16492,50000,Male,University,Single,22,0,0,2,0,0,0,51083,50043,98450,48689,19773,19931,3500,1000,2000,900,900,1000,Non-Defaulter
24382,160000,Male,Graduate school,Single,33,2,2,2,2,2,2,101430,103870,106719,107485,108326,110635,5000,6000,4000,4100,4200,4200,Non-Defaulter
20406,30000,Male,University,Single,34,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,Non-Defaulter
6783,500000,Male,Graduate school,Married,32,1,1,1,1,0,0,48169,53197,63010,64178,64992,50722,20000,20012,10036,15000,10000,50000,Non-Defaulter
27568,180000,Male,High School,Single,55,0,0,0,0,0,0,193095,186835,182287,159992,145387,137632,6900,7100,5659,5100,4900,4400,Non-Defaulter
27720,20000,Female,Graduate school,Single,24,-1,-1,-1,-1,-1,-1,440,4023,440,440,440,440,4023,440,440,440,440,440,Non-Defaulter
21842,80000,Female,University,Single,24,0,0,0,0,-1,-1,41444,14262,14631,8592,1425,88516,1306,1500,1500,1425,88516,3300,Non-Defaulter
18197,120000,Male,University,Single,45,0,0,0,0,0,0,123772,121289,116645,119191,116549,119507,6000,5800,6000,4400,5000,4800,Non-Defaulter
21243,160000,Male,Graduate school,Married,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
11534,610000,Female,Graduate school,Single,36,-2,-2,-2,-2,-2,-2,874,-256,-255,-538,107592,168966,0,1,0,108130,30695,179,Non-Defaulter
8997,260000,Female,Graduate school,Single,31,-1,-1,-1,-1,-1,-1,597,1304,5734,24898,150,381,1306,5734,24898,3883,381,2234,Non-Defaulter
12522,230000,Female,University,Single,41,0,0,0,0,0,0,38975,35294,39295,38459,40242,42495,5000,5000,5000,3000,5000,3000,Non-Defaulter
15612,210000,Female,University,Single,25,-1,-1,0,0,-1,-1,648,34601,30853,13774,3988,0,39637,1371,1000,11197,0,3223,Non-Defaulter
12408,270000,Female,Graduate school,Married,33,0,0,0,-2,-1,0,22604,26906,0,0,4448,5667,5000,0,0,4448,1300,2443,Non-Defaulter
3680,130000,Female,Graduate school,Single,29,-1,-1,0,0,0,-1,13194,9403,15383,9189,8499,1738,9403,10007,184,170,1738,5256,Non-Defaulter
18370,30000,Female,Graduate school,Single,22,0,0,2,2,2,2,18324,20986,20808,18908,19556,19148,3300,1300,0,2300,0,900,Non-Defaulter
7638,140000,Female,Graduate school,Single,27,0,0,0,0,0,0,135249,138577,141555,110852,113639,95052,5500,5700,4200,4700,3800,4000,Non-Defaulter
11184,360000,Male,University,Married,47,0,-1,-1,-1,-1,-1,8289,389,389,389,389,389,390,390,390,390,390,375,Non-Defaulter
1272,10000,Female,University,Other,46,1,2,0,0,0,0,9532,9236,10047,8775,8984,7628,0,1006,1390,1000,1000,2000,Non-Defaulter
2230,170000,Female,University,Married,38,-1,-1,-1,0,0,-2,521,5360,29271,26511,0,0,6439,29271,0,0,0,2730,Non-Defaulter
3371,30000,Male,University,Single,36,0,0,0,0,0,0,36124,35538,34359,32450,30633,30628,2500,2215,1156,1200,3000,3000,Defaulter
29006,140000,Female,University,Single,40,-2,-2,-2,-2,-2,-2,0,1887,0,0,0,0,1887,0,0,0,0,0,Non-Defaulter
659,80000,Female,Graduate school,Single,23,0,0,0,0,0,-1,53261,38091,19744,14556,0,1460,4500,2011,3105,0,1460,0,Non-Defaulter
21984,200000,Female,Graduate school,Single,28,0,0,0,0,2,2,58833,61991,7357,9471,8538,7685,4100,3000,3000,0,1000,0,Non-Defaulter
14764,220000,Female,University,Married,36,2,2,2,0,0,0,195725,197466,189149,187531,187856,186532,8200,0,7000,7000,7200,23700,Defaulter
5758,380000,Female,University,Married,30,0,0,0,0,0,0,295543,299922,307166,311716,306830,303453,11000,12602,11500,10500,11000,10152,Non-Defaulter
11665,250000,Female,Graduate school,Married,47,-1,-1,-1,-1,-1,-1,43098,10606,49815,19857,56064,45427,10615,49825,19866,56074,45443,29916,Non-Defaulter
29266,180000,Male,University,Married,26,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,Non-Defaulter
29350,60000,Male,Graduate school,Single,27,0,0,0,0,0,0,5370,7268,10131,11644,14430,17180,2000,3000,2000,3000,3000,2000,Non-Defaulter
24386,230000,Male,Graduate school,Married,44,1,-1,-1,0,-1,-1,-213,2302,22049,20756,8035,10766,5000,22068,2014,9000,10766,7721,Non-Defaulter
10759,70000,Female,University,Married,51,2,2,2,2,2,2,43913,44911,45772,46611,47508,48476,2000,1900,1900,1800,1900,1900,Non-Defaulter
12655,110000,Female,High School,Single,33,0,0,0,0,0,0,110704,55885,56779,56580,57509,58715,2056,2100,2100,2076,2400,2100,Non-Defaulter
22124,420000,Female,University,Single,26,0,0,0,0,0,0,24434,22586,36569,28994,15159,9379,1500,28000,1210,303,2000,0,Non-Defaulter
15940,30000,Female,University,Married,32,1,3,2,0,0,2,27807,27078,26363,27379,28953,28354,0,0,1758,2332,0,1400,Defaulter
15715,210000,Male,Graduate school,Married,47,-1,-1,-1,-1,-1,-1,8417,15271,12803,13984,9958,13066,15271,12831,13996,9958,13066,6151,Non-Defaulter
1858,280000,Male,University,Single,30,0,0,0,0,0,0,204773,188704,185257,188344,179764,167051,8038,6000,5083,5000,5036,5000,Non-Defaulter
20289,60000,Female,High School,Married,51,0,0,0,0,0,0,60350,61112,60557,35555,30214,30170,2435,2575,1404,990,1347,1316,Non-Defaulter
16919,320000,Male,Graduate school,Married,51,0,0,0,0,0,0,483184,290784,277482,282869,253903,249866,20373,13000,11160,8418,8325,8602,Non-Defaulter
1559,50000,Female,High School,Married,31,1,2,2,2,2,2,38102,40025,40071,40906,42100,41269,2830,1000,1800,2000,0,1704,Defaulter
8134,400000,Female,University,Married,33,0,0,-2,-2,-2,-2,9940,0,11451,101,551,19982,0,11451,104,600,20015,0,Non-Defaulter
2496,300000,Male,Graduate school,Married,47,-2,-2,-2,-2,-1,-1,0,225,4019,4509,7155,5778,225,4019,3860,5000,5778,23978,Non-Defaulter
4909,50000,Male,University,Single,23,-2,-2,-2,-2,-2,-2,-29,9881,10188,2277,18488,10263,9910,10294,2284,18546,11294,7752,Non-Defaulter
480,200000,Male,Graduate school,Single,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
10402,200000,Male,Graduate school,Married,32,-1,-1,-1,-2,-1,-1,1727,1796,-4,-4,1565,1686,1809,0,0,1569,1691,0,Non-Defaulter
15288,20000,Female,High School,Single,28,-1,2,2,2,-1,-1,5741,5155,5754,5150,858,0,0,2294,0,1056,0,935,Non-Defaulter
14809,170000,Male,Graduate school,Married,35,-1,-1,-1,-1,-1,-1,481,326,526,526,635,760,326,526,526,635,760,526,Defaulter
19262,70000,Female,University,Single,31,0,0,0,0,0,0,64888,64454,103298,50978,51374,52453,2127,2151,2500,1836,1904,1915,Non-Defaulter
15354,520000,Female,Graduate school,Married,46,1,2,2,0,0,2,133890,106928,37238,36293,55826,34989,5022,0,20000,40000,0,5000,Non-Defaulter
25577,210000,Male,High School,Single,46,0,0,0,0,0,0,46743,50936,53107,53717,53255,55160,5000,4000,2350,2000,3000,3000,Non-Defaulter
13560,80000,Male,High School,Married,65,0,0,0,-1,-1,-1,25043,17472,8922,3932,2900,0,1374,1026,3944,3208,0,0,Non-Defaulter
18628,260000,Female,Graduate school,Single,26,-1,-1,2,0,0,2,1608,19948,20330,21369,22728,21983,29447,1000,1700,2000,0,1500,Non-Defaulter
24949,200000,Male,Graduate school,Married,42,0,0,2,0,0,0,125722,134514,130952,132290,159160,162928,12400,0,5000,29160,6500,15044,Non-Defaulter
22097,260000,Female,University,Single,29,0,0,0,0,0,0,150709,151527,155081,156138,145251,139784,6911,7514,6756,5176,5200,5700,Non-Defaulter
23685,120000,Female,University,Married,50,0,0,0,0,0,0,118492,119637,102228,75558,47536,44749,6141,4474,2647,1367,1322,1500,Non-Defaulter
22521,40000,Female,High School,Married,40,1,-1,2,2,2,-2,-531,2661,3871,1488,0,0,3383,2000,0,0,0,431,Defaulter
24723,210000,Male,Graduate school,Single,36,-1,-1,2,-1,-1,-1,931,2562,736,270,-466,1798,2570,0,270,0,3000,0,Non-Defaulter
3586,100000,Female,University,Married,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
17365,50000,Female,Graduate school,Married,43,0,0,0,0,0,2,49819,49390,50612,29975,30559,29433,2227,2449,1778,2382,0,1251,Defaulter
13903,180000,Female,High School,Married,43,1,-1,-1,-1,-1,-1,0,2602,498,498,1835,11337,2602,498,498,1835,10000,380,Defaulter
5388,50000,Male,University,Single,23,-1,-1,0,0,-1,-1,2165,14796,20816,11804,1420,0,15000,20300,9500,1420,0,0,Defaulter
5205,500000,Female,Graduate school,Married,35,-1,-1,-1,-1,-1,-1,2153,9869,4055,3000,3000,8063,9869,4065,3000,3000,8063,6000,Non-Defaulter
13430,60000,Female,Graduate school,Single,26,1,-2,-1,-1,0,0,0,0,539,37970,39354,40048,0,539,37970,2000,1500,1481,Non-Defaulter
21899,40000,Female,Graduate school,Single,27,0,0,0,0,0,0,30923,26175,27251,29397,19650,23202,5000,1522,10000,10000,15000,841,Non-Defaulter
11641,80000,Female,University,Single,27,0,0,0,0,0,0,55647,57737,58577,60169,58426,58204,3000,3923,2500,2100,2200,2075,Non-Defaulter
12100,260000,Female,University,Married,40,0,0,0,0,0,0,138602,135999,133752,135053,133888,132486,4870,6307,5007,5015,4773,4770,Non-Defaulter
11372,210000,Male,High School,Married,33,0,0,0,0,0,0,44249,45146,30089,30400,24236,22002,8130,3027,10018,6,66,4008,Non-Defaulter
21617,30000,Female,University,Single,24,-1,0,0,0,0,0,1513,27350,28561,29684,32650,34299,26500,2048,2000,3769,5007,2007,Non-Defaulter
18319,180000,Female,University,Married,30,1,-1,-1,-1,0,0,1591,150,8834,19565,14170,9017,150,8857,19565,502,3000,2707,Non-Defaulter
26179,150000,Female,Graduate school,Single,28,0,0,0,0,0,0,12799,13726,14648,12115,12613,15225,1600,1500,1600,1000,3000,2200,Non-Defaulter
7862,100000,Female,High School,Single,28,0,-1,-1,0,0,0,7220,13677,49773,61244,31410,20529,13695,49813,50054,33,10028,100000,Non-Defaulter
8252,30000,Female,University,Married,35,0,0,0,0,0,2,22206,23846,24554,25213,27638,27042,2000,1409,1068,3000,0,3450,Non-Defaulter
18323,20000,Female,Graduate school,Single,23,0,0,0,0,0,0,19422,17545,18163,19146,18331,18736,1300,1400,1300,700,700,1000,Non-Defaulter
1087,410000,Female,University,Married,41,0,0,0,0,0,0,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,Defaulter
4489,140000,Male,Graduate school,Single,32,0,0,0,2,0,0,50890,59395,73225,56999,61050,67086,9395,15000,0,5000,7086,6505,Non-Defaulter
8779,70000,Female,University,Single,24,0,0,0,0,0,0,27431,27163,18987,20170,15900,0,5006,1400,2013,370,0,0,Non-Defaulter
664,50000,Male,Graduate school,Single,22,0,0,0,0,0,-1,5137,5960,6270,6000,5810,390,1300,1000,120,200,390,1170,Non-Defaulter
25662,260000,Female,University,Married,35,-2,-2,-2,-2,-2,-2,4539,10417,7364,8144,8422,7740,10417,7364,8144,8422,7740,26318,Non-Defaulter
28178,200000,Female,Graduate school,Single,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
23907,20000,Male,University,Single,21,0,0,0,0,0,0,18671,18497,19633,18347,9347,0,1614,1750,1000,1000,0,0,Non-Defaulter
4346,160000,Female,University,Single,27,0,0,0,0,0,-2,78592,80240,39835,41150,0,0,3700,1700,2000,0,0,0,Non-Defaulter
18669,50000,Female,University,Single,26,0,0,0,0,0,0,8056,5997,5602,6478,5453,2261,1500,1500,1011,1000,1000,1000,Defaulter
6906,50000,Male,University,Single,25,3,2,0,0,0,0,50516,22781,25064,12927,18691,19291,9,1210,1000,6000,1060,780,Defaulter
1881,90000,Female,High School,Married,40,0,0,0,0,0,0,89928,81721,76947,46589,47730,49488,3416,4142,1700,1888,2710,1500,Non-Defaulter
14527,100000,Male,Graduate school,Married,45,0,0,0,0,0,0,99626,101446,21300,20091,19299,9346,4600,1429,600,600,1000,1000,Non-Defaulter
28126,20000,Female,University,Married,43,1,2,0,0,0,0,17188,16619,17341,18352,18716,19109,0,1294,1305,669,694,697,Non-Defaulter
20685,50000,Male,University,Single,29,2,2,2,2,2,0,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600,Defaulter
3068,310000,Female,Graduate school,Married,33,-2,-2,-2,-2,-2,-2,115,894,0,0,0,0,894,0,0,0,0,0,Defaulter
14350,340000,Male,University,Married,43,1,-2,-2,-2,-2,-2,-15,-15,-15,-15,-15,-15,0,0,0,0,0,0,Defaulter
5226,60000,Female,Graduate school,Single,24,0,0,0,2,0,0,57693,55760,59007,56492,57565,56569,2700,4800,0,2100,2200,2500,Non-Defaulter
17977,120000,Male,University,Married,45,0,0,0,0,0,0,52574,47092,44208,32652,24115,20399,2000,2000,1256,1000,750,623,Non-Defaulter
17424,20000,Female,High School,Married,36,0,0,2,0,0,0,14822,17216,17541,18300,19100,2200,3641,900,1200,1000,100,0,Defaulter
9673,430000,Female,Graduate school,Single,29,0,0,0,0,0,0,67336,53400,52214,32386,32848,28557,3261,3051,1199,2000,2000,140908,Non-Defaulter
5561,100000,Female,University,Single,28,0,0,0,0,0,0,106750,76374,68584,66901,63261,64409,3004,47000,2540,3000,3000,3000,Non-Defaulter
4246,210000,Female,University,Married,35,0,0,0,0,0,0,64740,66692,68579,70036,71706,73162,3000,3000,2600,2800,2800,2900,Non-Defaulter
27433,100000,Male,Graduate school,Married,35,1,2,-1,-1,0,0,3515,2975,2342,12016,10203,5323,10,3141,12021,135,507,6,Non-Defaulter
21142,150000,Male,University,Single,36,0,0,0,0,0,0,149931,152915,149867,144731,147661,149949,5500,5513,5200,5200,5400,6000,Non-Defaulter
17609,70000,Female,High School,Married,38,1,2,0,0,0,0,59020,57400,21868,13514,14303,14211,50,1379,1500,1000,1000,1000,Non-Defaulter
13563,210000,Female,Graduate school,Single,56,0,0,0,-2,-2,-2,203653,23520,0,0,0,0,5000,0,0,0,0,0,Non-Defaulter
23846,190000,Female,University,Married,52,-2,-2,-1,-1,-1,-1,175,1547,6101,4803,5039,0,1547,6101,4803,5039,0,0,Non-Defaulter
27627,80000,Female,University,Single,24,-1,-1,-1,-1,-1,-1,386,1392,18634,5433,2053,5781,1396,18754,5449,2059,5798,3098,Non-Defaulter
20473,80000,Male,High School,Married,34,1,2,2,2,2,2,71104,72737,73987,72199,76621,78451,3400,3000,0,5637,3200,0,Defaulter
15449,50000,Male,University,Single,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
8510,170000,Female,Graduate school,Single,31,1,-1,-1,-2,-2,-1,0,843,0,0,0,1880,843,0,0,0,1880,456,Non-Defaulter
9945,20000,Male,University,Single,33,0,0,0,2,0,0,17439,18498,21335,33247,17261,17601,1340,3177,0,1546,776,646,Non-Defaulter
20762,20000,Male,University,Single,30,0,0,0,0,0,0,15070,16384,17413,18117,18632,19180,1568,1597,1301,816,1000,779,Defaulter
2769,350000,Female,University,Married,41,0,0,0,0,0,0,85339,84393,86793,84406,73976,75497,5000,5016,5000,3000,3000,4000,Non-Defaulter
372,160000,Male,Graduate school,Single,30,-1,-1,-1,-1,-1,-1,99,2977,15086,8578,13028,21712,2977,15086,9123,13028,29712,50000,Non-Defaulter
13907,50000,Male,University,Married,41,0,0,0,0,-1,0,50220,50756,49966,523,18450,18478,2055,1000,523,18868,806,968,Non-Defaulter
24753,70000,Male,University,Single,40,2,2,2,0,0,0,69164,70938,69248,69366,48998,27863,3500,0,2109,1500,3769,0,Defaulter
20589,110000,Male,Graduate school,Single,29,0,0,0,0,0,0,104216,104343,142622,73702,75513,77111,7316,3000,6000,3000,2935,3011,Non-Defaulter
11016,70000,Male,University,Married,45,0,0,0,0,0,0,43050,43410,36226,29369,25873,26101,1888,1225,856,6000,1097,604,Non-Defaulter
19062,150000,Female,Unknown,Married,28,0,0,0,0,0,0,152105,137472,118583,95094,50999,35383,6300,4500,2524,2000,2000,92000,Non-Defaulter
7041,500000,Female,Graduate school,Married,39,0,0,0,0,0,-1,39823,61597,52210,27843,28926,11931,30006,23016,566,22323,11931,10683,Non-Defaulter
1651,500000,Female,Graduate school,Married,45,-1,-1,-1,-1,-1,-1,36954,-24704,22999,18339,-3876,15586,0,83000,0,0,20000,18000,Non-Defaulter
28976,210000,Female,University,Single,38,0,0,0,0,0,0,76418,78798,82525,84353,87835,79481,5000,5000,3200,5000,3000,2500,Non-Defaulter
15043,230000,Male,High School,Single,39,-1,-1,-1,2,-1,0,948,1156,1728,1156,1172,396,1156,1728,0,1172,0,776,Non-Defaulter
14279,50000,Female,Unknown,Married,33,2,0,-1,2,0,0,24890,25440,26191,25193,25742,27171,1925,28293,0,1100,2030,0,Defaulter
12405,130000,Female,University,Single,31,0,0,0,0,0,0,80533,42126,44370,85115,69011,70460,1816,3060,69000,2578,2671,2888,Non-Defaulter
4363,280000,Male,Graduate school,Single,33,-2,-2,-2,-2,-2,-2,640,-160,32060,3901,1276,-2,0,32220,3920,1282,2,3446,Non-Defaulter
12469,80000,Male,University,Single,23,2,2,0,0,0,0,71528,69817,70719,39288,40500,41668,0,2131,2000,2000,2000,3000,Non-Defaulter
25574,80000,Female,High School,Married,44,-1,-1,-1,-1,-1,-1,817,1131,817,1907,1962,1865,1131,1000,1907,2000,2000,700,Non-Defaulter
1951,90000,Female,Graduate school,Single,28,0,0,0,0,0,-1,88345,90260,87535,89335,19715,4709,3360,1947,2000,10000,4709,82400,Non-Defaulter
19589,320000,Female,Graduate school,Single,30,0,0,0,0,0,0,2419,3193,5127,6871,7751,8623,2000,2000,2000,1000,1000,1000,Non-Defaulter
5345,200000,Female,Graduate school,Married,41,-1,-1,-1,0,0,-1,10529,1936,25483,16767,19941,19665,1940,25513,4767,7541,19665,5633,Non-Defaulter
2581,360000,Female,University,Single,31,0,0,-2,-2,-2,-2,17582,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
26202,70000,Female,University,Married,48,0,0,0,0,0,0,20744,22093,23432,24217,19108,19649,2000,2000,1500,1000,1000,1000,Non-Defaulter
16899,430000,Male,Graduate school,Single,34,0,0,0,0,0,0,416678,424740,434836,378571,228568,232668,16005,18016,16005,9005,9013,8010,Non-Defaulter
15124,180000,Male,University,Married,53,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,Defaulter
5033,20000,Female,Graduate school,Single,23,0,0,0,0,0,0,14605,14532,15700,16346,16837,18298,2000,2000,1000,1000,2000,2000,Non-Defaulter
18011,30000,Male,High School,Married,46,1,2,0,0,0,0,19523,18917,20004,21063,21416,22667,0,1700,1700,1000,1749,0,Defaulter
12561,200000,Female,High School,Single,25,-1,-1,-1,0,-1,-1,1676,3122,2991,390,1211,390,4595,2991,0,1211,390,1112,Non-Defaulter
16752,30000,Male,University,Single,35,1,3,3,2,0,0,25601,26886,26185,25470,25751,27179,2000,0,0,1000,2000,1000,Non-Defaulter
17683,50000,Female,High School,Married,40,0,0,0,0,-1,0,117191,48729,49929,-596,28348,30530,2325,2525,283,29334,3000,2000,Non-Defaulter
5515,340000,Female,Graduate school,Single,40,0,-1,0,-1,-1,2,68616,6691,10961,8722,4776,2812,7355,10012,8740,4776,0,6000,Non-Defaulter
1415,420000,Female,University,Single,25,-1,0,0,0,0,0,28206,122212,117835,112705,111357,108306,100000,4013,3822,4086,3800,3600,Non-Defaulter
24443,70000,Male,Graduate school,Single,31,0,0,0,0,0,0,47873,52440,55961,63341,64694,67905,6000,5000,10000,3000,5000,3000,Non-Defaulter
124,310000,Female,University,Married,35,2,0,0,0,0,0,304991,311243,306314,258610,246491,198889,13019,11128,8407,8599,6833,5987,Defaulter
18475,210000,Female,University,Married,47,-1,-1,-1,-1,-1,-1,2295,561,2607,3586,3676,4095,566,2617,3591,3680,4095,8699,Defaulter
24691,180000,Male,High School,Single,41,0,0,0,0,0,0,183047,182506,183363,183013,142048,142570,6704,6973,7023,7000,6000,5357,Non-Defaulter
73,200000,Female,University,Married,32,-1,-1,-1,-1,2,-1,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,Non-Defaulter
21683,130000,Female,University,Single,22,0,0,0,0,0,0,34970,14867,10341,9788,7193,9006,2012,2000,2290,1005,4078,713,Non-Defaulter
25471,200000,Female,University,Married,34,-2,-2,-2,-2,-2,-2,17822,19741,18718,15033,12785,8426,19855,18914,15112,12849,8468,27378,Non-Defaulter
29324,180000,Male,Graduate school,Single,26,0,0,0,0,2,0,23758,31278,124718,133102,124279,123748,9000,100000,12000,0,4800,6500,Non-Defaulter
17945,120000,Male,Graduate school,Married,42,0,0,2,2,2,0,7722,9591,10687,11905,11420,12081,2000,1400,1700,0,1000,700,Defaulter
15863,100000,Female,University,Married,29,0,0,0,2,2,2,73742,75216,82006,84044,84532,80828,2700,8000,4304,3000,0,3000,Defaulter
17703,60000,Female,University,Married,35,2,2,2,2,2,2,3167,5601,5366,6772,6515,7906,2500,0,1500,0,1500,0,Non-Defaulter
27997,180000,Female,Graduate school,Single,31,-2,-2,-2,-2,-2,-2,4522,1763,1571,0,4775,0,1771,1571,0,4775,0,0,Non-Defaulter
